feature,label_en,official_item_name_raw,source_stat,stat_table_id,item_code,unit,observation_years,raw_or_derived,transformation_or_definition,analysis_role,missing_rate_panel,retrieval_recorded_at,metadata_note,label_safe,source_dataset,ssdse_version,ssdse_item_code,reference_year,formula,temporal_safe,source_url
C210836,Official e-Stat municipal indicator C210836,事業所数（民営）（建設業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210836,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（建設業）,SSDSE-A-2026,2026,C210836,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210837,Official e-Stat municipal indicator C210837,事業所数（民営）（製造業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210837,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（製造業）,SSDSE-A-2026,2026,C210837,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210838,Official e-Stat municipal indicator C210838,事業所数（民営）（電気・ガス・熱供給・水道業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210838,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（電気・ガス・熱供給・水道業）,SSDSE-A-2026,2026,C210838,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210839,Official e-Stat municipal indicator C210839,事業所数（民営）（情報通信業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210839,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（情報通信業）,SSDSE-A-2026,2026,C210839,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210840,Official e-Stat municipal indicator C210840,事業所数（民営）（運輸業、郵便業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210840,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（運輸業、郵便業）,SSDSE-A-2026,2026,C210840,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210841,Official e-Stat municipal indicator C210841,事業所数（民営）（卸売業、小売業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210841,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（卸売業、小売業）,SSDSE-A-2026,2026,C210841,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210844,Official e-Stat municipal indicator C210844,事業所数（民営）（金融業、保険業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210844,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（金融業、保険業）,SSDSE-A-2026,2026,C210844,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210845,Official e-Stat municipal indicator C210845,事業所数（民営）（不動産業、物品賃貸業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210845,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（不動産業、物品賃貸業）,SSDSE-A-2026,2026,C210845,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210846,Official e-Stat municipal indicator C210846,事業所数（民営）（学術研究、専門・技術サービス業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210846,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（学術研究、専門・技術サービス業）,SSDSE-A-2026,2026,C210846,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210847,Official e-Stat municipal indicator C210847,事業所数（民営）（宿泊業、飲食サービス業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210847,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（宿泊業、飲食サービス業）,SSDSE-A-2026,2026,C210847,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210848,Official e-Stat municipal indicator C210848,事業所数（民営）（生活関連サービス業、娯楽業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210848,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（生活関連サービス業、娯楽業）,SSDSE-A-2026,2026,C210848,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210849,Official e-Stat municipal indicator C210849,事業所数（民営）（教育、学習支援業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210849,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（教育、学習支援業）,SSDSE-A-2026,2026,C210849,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210850,Official e-Stat municipal indicator C210850,事業所数（民営）（医療、福祉）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210850,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（医療、福祉）,SSDSE-A-2026,2026,C210850,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210851,Official e-Stat municipal indicator C210851,事業所数（民営）（複合サービス事業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210851,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（複合サービス事業）,SSDSE-A-2026,2026,C210851,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C210852,Official e-Stat municipal indicator C210852,事業所数（民営）（サービス業（他に分類されないもの））,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C210852,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,事業所数（民営）（サービス業（他に分類されないもの））,SSDSE-A-2026,2026,C210852,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C2208,Official e-Stat municipal indicator C2208,従業者数（民営）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C2208,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）,SSDSE-A-2026,2026,C2208,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220832,Official e-Stat municipal indicator C220832,従業者数（民営）（農業、林業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220832,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（農業、林業）,SSDSE-A-2026,2026,C220832,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220833,Official e-Stat municipal indicator C220833,従業者数（民営）（漁業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220833,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（漁業）,SSDSE-A-2026,2026,C220833,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220835,Official e-Stat municipal indicator C220835,従業者数（民営）（鉱業、採石業、砂利採取業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220835,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（鉱業、採石業、砂利採取業）,SSDSE-A-2026,2026,C220835,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220836,Official e-Stat municipal indicator C220836,従業者数（民営）（建設業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220836,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（建設業）,SSDSE-A-2026,2026,C220836,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220837,Official e-Stat municipal indicator C220837,従業者数（民営）（製造業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220837,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（製造業）,SSDSE-A-2026,2026,C220837,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220838,Official e-Stat municipal indicator C220838,従業者数（民営）（電気・ガス・熱供給・水道業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220838,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（電気・ガス・熱供給・水道業）,SSDSE-A-2026,2026,C220838,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220839,Official e-Stat municipal indicator C220839,従業者数（民営）（情報通信業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220839,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（情報通信業）,SSDSE-A-2026,2026,C220839,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220840,Official e-Stat municipal indicator C220840,従業者数（民営）（運輸業、郵便業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220840,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（運輸業、郵便業）,SSDSE-A-2026,2026,C220840,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220841,Official e-Stat municipal indicator C220841,従業者数（民営）（卸売業、小売業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220841,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（卸売業、小売業）,SSDSE-A-2026,2026,C220841,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220844,Official e-Stat municipal indicator C220844,従業者数（民営）（金融業、保険業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220844,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（金融業、保険業）,SSDSE-A-2026,2026,C220844,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220845,Official e-Stat municipal indicator C220845,従業者数（民営）（不動産業、物品賃貸業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220845,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（不動産業、物品賃貸業）,SSDSE-A-2026,2026,C220845,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220846,Official e-Stat municipal indicator C220846,従業者数（民営）（学術研究、専門・技術サービス業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220846,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（学術研究、専門・技術サービス業）,SSDSE-A-2026,2026,C220846,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220847,Official e-Stat municipal indicator C220847,従業者数（民営）（宿泊業、飲食サービス業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220847,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（宿泊業、飲食サービス業）,SSDSE-A-2026,2026,C220847,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220848,Official e-Stat municipal indicator C220848,従業者数（民営）（生活関連サービス業、娯楽業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220848,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（生活関連サービス業、娯楽業）,SSDSE-A-2026,2026,C220848,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220849,Official e-Stat municipal indicator C220849,従業者数（民営）（教育、学習支援業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220849,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（教育、学習支援業）,SSDSE-A-2026,2026,C220849,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220850,Official e-Stat municipal indicator C220850,従業者数（民営）（医療、福祉）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220850,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（医療、福祉）,SSDSE-A-2026,2026,C220850,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220851,Official e-Stat municipal indicator C220851,従業者数（民営）（複合サービス事業）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220851,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（複合サービス事業）,SSDSE-A-2026,2026,C220851,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C220852,Official e-Stat municipal indicator C220852,従業者数（民営）（サービス業（他に分類されないもの））,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C220852,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,従業者数（民営）（サービス業（他に分類されないもの））,SSDSE-A-2026,2026,C220852,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C310201,Official e-Stat municipal indicator C310201,農家数（販売農家）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C310201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,農家数（販売農家）,SSDSE-A-2026,2026,C310201,2019,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
C310202,Official e-Stat municipal indicator C310202,農家数（自給的農家）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,C310202,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,農家数（自給的農家）,SSDSE-A-2026,2026,C310202,2019,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
